idx,brand,title,model,serie,type,engineVolume,engineType,enginePower,line,year,gearbox,km,gas,price,label,place,location
1496,volkswagen,volkswagen-tiguan-ii-2019-auto-137000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CONFORTLINE,2.0,TDI,150,CONFORTLINE,2019,Auto,137000,Diesel,17990,Bonne affaire,Vendeur particulier,78
1497,skoda,skoda-octavia-iii-combi-phase-2-2019-auto-137197-km-diesel,skoda octavia,III COMBI phase 2,2.0 TDI 150 EDITION,2.0,TDI,150,EDITION,2019,Auto,137197,Diesel,16490,Offre équitable,AUTOHERO,100% à distance
1498,volkswagen,volkswagen-tiguan-ii-2019-auto-138100-km-diesel,volkswagen tiguan,II,2.0 TDI 150 BLACK R-LINE,2.0,TDI,150,BLACK R-LINE,2019,Auto,138100,Diesel,23980,Offre équitable,SIMPLICICAR PARIS 17,75
1499,volkswagen,volkswagen-tiguan-ii-2019-manual-138450-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CONFORTLINE BUSINESS,2.0,TDI,150,CONFORTLINE BUSINESS,2019,Manuelle,138450,Diesel,17290,Bonne affaire,CARIZY C TO C,91
1500,volkswagen,volkswagen-tiguan-ii-2019-auto-138490-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2019,Auto,138490,Diesel,20750,Bonne affaire,CAP AUTOMOBILES,35
1501,volkswagen,volkswagen-tiguan-ii-2019-auto-139000-km-essence,volkswagen tiguan,II,2.0 TSI 180 CARAT EXCLUSIVE,2.0,TSI,180,CARAT EXCLUSIVE,2019,Auto,139000,Essence,23000,Offre équitable,Vendeur particulier,69
1502,volkswagen,volkswagen-tiguan-ii-2019-manual-139437-km-diesel,volkswagen tiguan,II,2.0 TDI 115 TRENDLINE,2.0,TDI,115,TRENDLINE,2019,Manuelle,139437,Diesel,20990,Au dessus du marché,ESPACE AFFAIRE AUTO,MONTEVRAIN
1503,skoda,skoda-karoq-2019-auto-139482-km-diesel,skoda karoq,,2.0 TDI 190 SPORTLINE,2.0,TDI,190,SPORTLINE,2019,Auto,139482,Diesel,24990,Au dessus du marché,TRANSAKAUTO THIONVILLE,57
1504,skoda,skoda-karoq-2019-manual-140000-km-diesel,skoda karoq,,1.6 TDI 116 AMBITION,1.6,TDI,116,AMBITION,2019,Manuelle,140000,Diesel,14200,Bonne affaire,LOCABIS,33
1505,volkswagen,volkswagen-t-roc-2019-auto-141000-km-essence,volkswagen t-roc,,1.5 TSI 150 CARAT,1.5,TSI,150,CARAT,2019,Auto,141000,Essence,17980,Bonne affaire,EWIGO,35
1506,volkswagen,volkswagen-tiguan-ii-2019-manual-141500-km-essence,volkswagen tiguan,II,1.5 TSI 150 CONFORTLINE,1.5,TSI,150,CONFORTLINE,2019,Manuelle,141500,Essence,16990,Offre équitable,GARAGE DES FORGES,21
1507,volkswagen,volkswagen-tiguan-ii-2019-auto-142000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CONNECT,2.0,TDI,150,CONNECT,2019,Auto,142000,Diesel,18990,Bonne affaire,AGENCE AUTOMOBILIERE TOURS,37
1508,skoda,skoda-octavia-iii-combi-phase-2-2019-auto-142000-km-diesel,skoda octavia,III COMBI phase 2,2.0 TDI 150 STYLE,2.0,TDI,150,STYLE,2019,Auto,142000,Diesel,13600,Bonne affaire,Vendeur particulier,02
1509,volkswagen,volkswagen-t-roc-2019-auto-142020-km-essence,volkswagen t-roc,,1.5 TSI 150 CARAT EXCLUSIVE,1.5,TSI,150,CARAT EXCLUSIVE,2019,Auto,142020,Essence,17987,Bonne affaire,DBF TOULOUSE AUTOMOBILES LABEGE,31
1510,volkswagen,volkswagen-tiguan-ii-2019-auto-143000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT EXCLUSIVE,2.0,TDI,150,CARAT EXCLUSIVE,2019,Auto,143000,Diesel,21490,Bonne affaire,EWIGO VALENCE,26
1511,volkswagen,volkswagen-tiguan-ii-2019-manual-147682-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2019,Manuelle,147682,Diesel,18990,Bonne affaire,DREAM AUTO,57
1512,skoda,skoda-karoq-2019-manual-147800-km-essence,skoda karoq,,1.5 TSI 150 SPORTLINE,1.5,TSI,150,SPORTLINE,2019,Manuelle,147800,Essence,17290,Offre équitable,Vendeur particulier,59
1513,volkswagen,volkswagen-t-roc-2019-auto-149000-km-diesel,volkswagen t-roc,,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2019,Auto,149000,Diesel,16490,Bonne affaire,TRANSACTIONS AUTOS VERSAILLES,78
1514,volkswagen,volkswagen-tiguan-ii-phase-2-2019-auto-149198-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE EXCLUSIVE,2.0,TDI,150,R-LINE EXCLUSIVE,2019,Auto,149198,Diesel,22490,Bonne affaire,XF AUTO,77
1515,volkswagen,volkswagen-t-roc-2019-auto-149900-km-diesel,volkswagen t-roc,,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2019,Auto,149900,Diesel,20690,Offre équitable,TRANSAKAUTO LYON OUEST,69
1516,volkswagen,volkswagen-tiguan-ii-2019-auto-150168-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2019,Auto,150168,Diesel,18990,Bonne affaire,CAPCAR,44
1517,volkswagen,volkswagen-t-roc-2019-manual-151085-km-diesel,volkswagen t-roc,,1.6 TDI 115 LOUNGE,1.6,TDI,115,LOUNGE,2019,Manuelle,151085,Diesel,12990,Bonne affaire,CONCEPT CAR 24,24
1518,volkswagen,volkswagen-t-roc-2019-manual-151356-km-diesel,volkswagen t-roc,,1.6 TDI 115 LOUNGE,1.6,TDI,115,LOUNGE,2019,Manuelle,151356,Diesel,15290,Offre équitable,AUBERT OCCASIONS,36
1519,skoda,skoda-octavia-iii-phase-2-2019-manual-151500-km-essence,skoda octavia,III phase 2,1.5 TSI 150 BUSINESS,1.5,TSI,150,BUSINESS,2019,Manuelle,151500,Essence,12990,Offre équitable,CITROEN LE NEUBOURG,27
1520,volkswagen,volkswagen-tiguan-ii-phase-2-2019-auto-152000-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE EXCLUSIVE,2.0,TDI,150,R-LINE EXCLUSIVE,2019,Auto,152000,Diesel,24490,Offre équitable,VIA AUTOMOBILE SAINT MAXIMIN,60
1521,volkswagen,volkswagen-tiguan-ii-phase-2-2019-auto-152000-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2019,Auto,152000,Diesel,20800,Très bonne affaire,Vendeur particulier,80
1522,volkswagen,volkswagen-tiguan-ii-2019-auto-152405-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2019,Auto,152405,Diesel,18990,Bonne affaire,VOLKSWAGEN DUNKERQUE - VGRF HAUTS DE FRANCE,59
1523,volkswagen,volkswagen-tiguan-ii-phase-2-2019-auto-152999-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2019,Auto,152999,Diesel,20939,Bonne affaire,AGENCE AUTOMOBILIERE,80
1524,volkswagen,volkswagen-tiguan-ii-2019-auto-153251-km-essence,volkswagen tiguan,II,2.0 TSI 190 BLACK R-LINE,2.0,TSI,190,BLACK R-LINE,2019,Auto,153251,Essence,24990,Offre équitable,BEST AUTO,57
1525,volkswagen,volkswagen-t-roc-2019-manual-153312-km-diesel,volkswagen t-roc,,1.6 TDI 115 CARAT,1.6,TDI,115,CARAT,2019,Manuelle,153312,Diesel,14990,Bonne affaire,LATTES VO,34
1526,volkswagen,volkswagen-tiguan-ii-2019-auto-154500-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2019,Auto,154500,Diesel,20950,Offre équitable,EWIGO BORDEAUX THIERS,33
1527,skoda,skoda-octavia-iii-combi-rs-phase-2-2019-auto-155000-km-diesel,skoda octavia,III COMBI RS phase 2,2.0 TDI 184 RS,2.0,TDI,184,RS,2019,Auto,155000,Diesel,19000,Offre équitable,Vendeur particulier,77
1528,toyota,toyota-rav-4-v-2019-auto-155996-km-hybrides,toyota rav,4 V,2.5 HYBRID 218 LOUNGE,2.5,HYBRID,218,LOUNGE,2019,Auto,155996,Hybrides,21900,Offre équitable,Vendeur particulier,17
1529,volkswagen,volkswagen-tiguan-ii-2019-auto-157000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT EXCLUSIVE,2.0,TDI,150,CARAT EXCLUSIVE,2019,Auto,157000,Diesel,21500,Bonne affaire,Vendeur particulier,69
1530,toyota,toyota-rav-4-v-2019-auto-157077-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 DYNAMIC,2.5,HYBRIDE,218,DYNAMIC,2019,Auto,157077,Hybrides,19990,Bonne affaire,MONTPELLIER VO,34
1531,volkswagen,volkswagen-tiguan-ii-2019-auto-160000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2019,Auto,160000,Diesel,20990,Offre équitable,HERNANDEZ AUTOMOBILES,CHENOVE
1532,volkswagen,volkswagen-tiguan-ii-2019-auto-162000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 IQ.DRIVE,2.0,TDI,150,IQ.DRIVE,2019,Auto,162000,Diesel,16500,Très bonne affaire,Vendeur particulier,54
1533,volkswagen,volkswagen-tiguan-ii-2019-auto-162000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2019,Auto,162000,Diesel,17900,Bonne affaire,Vendeur particulier,56
1534,volkswagen,volkswagen-tiguan-ii-2019-auto-164000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT EXCLUSIVE,2.0,TDI,150,CARAT EXCLUSIVE,2019,Auto,164000,Diesel,19990,Bonne affaire,WEECARS BREST,29
1535,volkswagen,volkswagen-tiguan-ii-2019-auto-164248-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CONFORTLINE,2.0,TDI,150,CONFORTLINE,2019,Auto,164248,Diesel,17990,Bonne affaire,DIJON OCCAS 21,21
1536,volkswagen,volkswagen-tiguan-ii-phase-2-2019-auto-164500-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 LIFE BUSINESS,2.0,TDI,150,LIFE BUSINESS,2019,Auto,164500,Diesel,18499,Offre équitable,CAPCAR,54
1537,volkswagen,volkswagen-tiguan-ii-2019-manual-165000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT EXCLUSIVE,2.0,TDI,150,CARAT EXCLUSIVE,2019,Manuelle,165000,Diesel,17990,Bonne affaire,TRANSAK AUTO SAINT MAUR,94
1538,skoda,skoda-karoq-2019-auto-166990-km-diesel,skoda karoq,,1.6 TDI 116 BUSINESS,1.6,TDI,116,BUSINESS,2019,Auto,166990,Diesel,14490,Bonne affaire,VIALTO AUTOMOBILE,49
1539,volkswagen,volkswagen-tiguan-ii-2019-auto-167000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 IQ.DRIVE,2.0,TDI,150,IQ.DRIVE,2019,Auto,167000,Diesel,18500,Offre équitable,Vendeur particulier,74
1540,volkswagen,volkswagen-tiguan-ii-2019-auto-173000-km-diesel,volkswagen tiguan,II,2.0 TDI 190 CARAT,2.0,TDI,190,CARAT,2019,Auto,173000,Diesel,19990,Offre équitable,NORSUD MOTORS,14
1541,skoda,skoda-karoq-2019-manual-173822-km-diesel,skoda karoq,,1.6 TDI 116 AMBITION,1.6,TDI,116,AMBITION,2019,Manuelle,173822,Diesel,13390,Offre équitable,SELF AUTO,91
1542,volkswagen,volkswagen-tiguan-ii-phase-2-2019-auto-175000-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2019,Auto,175000,Diesel,18990,Bonne affaire,TRANSAKAUTO,45
1543,volkswagen,volkswagen-tiguan-ii-phase-2-2019-auto-178798-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 ELEGANCE EXCLUSIVE,2.0,TDI,150,ELEGANCE EXCLUSIVE,2019,Auto,178798,Diesel,17490,Bonne affaire,GARAGE FIEVRE AGENT PEUGEOT,85
1544,toyota,toyota-rav-4-v-2019-auto-183650-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 LOUNGE,2.5,HYBRIDE,222,LOUNGE,2019,Auto,183650,Hybrides,23970,Offre équitable,TOYOTA VANNES - COBREDIA,56
1545,skoda,skoda-octavia-iii-combi-rs-phase-2-2019-auto-189044-km-diesel,skoda octavia,III COMBI RS phase 2,2.0 TDI 184 RS,2.0,TDI,184,RS,2019,Auto,189044,Diesel,12900,Très bonne affaire,AUTO NEGOCE 84,84
1546,toyota,toyota-rav-4-iv-phase-2-2019-auto-189900-km-hybrides,toyota rav,4 IV phase 2,2.5 HYBRIDE 197 DYNAMIC EDITION,2.5,HYBRIDE,197,DYNAMIC EDITION,2019,Auto,189900,Hybrides,16990,Offre équitable,TRANSAKAUTO GRENOBLE OUEST,38
1547,skoda,skoda-octavia-iii-combi-rs-phase-2-2019-auto-190000-km-diesel,skoda octavia,III COMBI RS phase 2,2.0 TDI 184 RS,2.0,TDI,184,RS,2019,Auto,190000,Diesel,17500,Au dessus du marché,Vendeur particulier,33
1548,volkswagen,volkswagen-tiguan-ii-2019-auto-190579-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CONNECT,2.0,TDI,150,CONNECT,2019,Auto,190579,Diesel,15990,Bonne affaire,GARAGE DE LA CROIX BLANCHE,91
1549,toyota,toyota-rav-4-v-2019-auto-195000-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 DYNAMIC,2.5,HYBRIDE,218,DYNAMIC,2019,Auto,195000,Hybrides,19990,Offre équitable,TRANSAKAUTO CONFLANS SAINTE HONORINE,78
1550,volkswagen,volkswagen-tiguan-ii-2019-auto-197000-km-diesel,volkswagen tiguan,II,2.0 TDI 190 BLACK R-LINE,2.0,TDI,190,BLACK R-LINE,2019,Auto,197000,Diesel,21990,-,CHARDON AUTOMOBILES NOISY LE GRAND,93
1551,skoda,skoda-octavia-iii-combi-phase-2-2019-auto-201131-km-diesel,skoda octavia,III COMBI phase 2,1.6 TDI 116 BUSINESS,1.6,TDI,116,BUSINESS,2019,Auto,201131,Diesel,8400,Très bonne affaire,SELF AUTO,91
1552,volkswagen,volkswagen-tiguan-ii-2019-auto-204000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CONFORTLINE,2.0,TDI,150,CONFORTLINE,2019,Auto,204000,Diesel,15990,Offre équitable,TRANSAKAUTO MANTES LA JOLIE,78
1553,skoda,skoda-octavia-iii-combi-phase-2-2019-auto-211300-km-diesel,skoda octavia,III COMBI phase 2,1.6 TDI 116 BUSINESS,1.6,TDI,116,BUSINESS,2019,Auto,211300,Diesel,8500,Bonne affaire,STA / CACTUS AUTO,72
1554,skoda,skoda-octavia-iii-combi-phase-2-2019-auto-222000-km-diesel,skoda octavia,III COMBI phase 2,1.6 TDI 116 BUSINESS,1.6,TDI,116,BUSINESS,2019,Auto,222000,Diesel,7990,Bonne affaire,NOAH AUTOMOBILES,57
1555,volkswagen,volkswagen-tiguan-ii-2019-manual-226845-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CONFORTLINE,2.0,TDI,150,CONFORTLINE,2019,Manuelle,226845,Diesel,15989,Offre équitable,SIMPLICICAR BREST,29
1556,skoda,skoda-octavia-iii-combi-phase-2-2019-manual-239000-km-diesel,skoda octavia,III COMBI phase 2,1.6 TDI 116 BUSINESS,1.6,TDI,116,BUSINESS,2019,Manuelle,239000,Diesel,9990,Au dessus du marché,DFB AUTOMOTIVE SOLUTIONS,42
1557,skoda,skoda-octavia-iii-combi-rs-phase-2-2019-auto-250000-km-diesel,skoda octavia,III COMBI RS phase 2,2.0 TDI 184 RS,2.0,TDI,184,RS,2019,Auto,250000,Diesel,13490,Bonne affaire,IDEAL AUTO,38
1558,toyota,toyota-rav-4-v-2019-auto-260000-km-hybrides,toyota rav,4 V,2.5 HYBRID 218 COLLECTION,2.5,HYBRID,218,COLLECTION,2019,Auto,260000,Hybrides,19990,-,Vendeur particulier,51
1559,skoda,skoda-octavia-iii-combi-phase-2-2019-manual-329000-km-diesel,skoda octavia,III COMBI phase 2,1.6 TDI 116 EDITION,1.6,TDI,116,EDITION,2019,Manuelle,329000,Diesel,6200,Très bonne affaire,Vendeur particulier,36
1560,volkswagen,volkswagen-t-roc-2020-manual-9392-km-essence,volkswagen t-roc,,1.0 TSI 115 LOUNGE,1.0,TSI,115,LOUNGE,2020,Manuelle,9392,Essence,19990,Bonne affaire,DELUXE AUTO,06
1561,volkswagen,volkswagen-t-roc-2020-auto-10500-km-essence,volkswagen t-roc,,1.5 TSI 150 EVO R-LINE DSG7,1.5,TSI,150,EVO R-LINE DSG7,2020,Auto,10500,Essence,30990,Au dessus du marché,AUTO LOOK AUTOMOBILES,67
1562,volkswagen,volkswagen-tiguan-ii-phase-2-2020-auto-17900-km-essence,volkswagen tiguan,II phase 2,1.5 TSI 150 LIFE,1.5,TSI,150,LIFE,2020,Auto,17900,Essence,29900,Offre équitable,AUTO LOOK AUTOMOBILES,67
1563,volkswagen,volkswagen-tiguan-ii-phase-2-2020-auto-18900-km-essence,volkswagen tiguan,II phase 2,1.5 TSI 150 LIFE,1.5,TSI,150,LIFE,2020,Auto,18900,Essence,30980,Offre équitable,AUTO LOOK AUTOMOBILES,67
1564,skoda,skoda-octavia-iv-2020-auto-23081-km-hybrides,skoda octavia,IV,1.4 TSI 204 STYLE,1.4,TSI,204,STYLE,2020,Auto,23081,Hybrides,26990,Offre équitable,WARSEMANN OCCASIONS TOURS,37
1565,skoda,skoda-octavia-iv-2020-auto-23745-km-hybrides,skoda octavia,IV,1.4 TSI 204 BUSINESS,1.4,TSI,204,BUSINESS,2020,Auto,23745,Hybrides,22900,Offre équitable,AUTO VILLENEUVE,31
1566,skoda,skoda-octavia-iii-phase-2-2020-manual-24659-km-essence,skoda octavia,III phase 2,1.0 TSI 116 EDITION,1.0,TSI,116,EDITION,2020,Manuelle,24659,Essence,20490,Au dessus du marché,GROUPE LAGANIER ALES,30
1567,volkswagen,volkswagen-t-roc-2020-auto-25184-km-essence,volkswagen t-roc,,1.5 TSI 150 UNITED,1.5,TSI,150,UNITED,2020,Auto,25184,Essence,23987,Offre équitable,BYMYCAR OCCASION NICE,06
1568,volkswagen,volkswagen-t-roc-2020-auto-25396-km-essence,volkswagen t-roc,,1.5 TSI 150 CARAT,1.5,TSI,150,CARAT,2020,Auto,25396,Essence,24990,Offre équitable,SEAT SKODA MAZDA MELUN - JEANNIN AUTOMOBILES,77
1569,toyota,toyota-rav-4-v-2020-auto-26300-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 HYBRIDE AWD STYLE SELECTION,2.5,HYBRIDE,222,HYBRIDE AWD STYLE SELECTION,2020,Auto,26300,Hybrides,35188,Offre équitable,TABOR AUTOMOBILES,67
1570,volkswagen,volkswagen-t-roc-cabriolet-2020-auto-27000-km-essence,volkswagen t-roc,CABRIOLET,1.5 TSI 150 R-LINE,1.5,TSI,150,R-LINE,2020,Auto,27000,Essence,28590,Offre équitable,TBV AUTOMOBILES,67
1571,volkswagen,volkswagen-t-roc-2020-manual-27350-km-essence,volkswagen t-roc,,1.0 TSI 115 LOUNGE,1.0,TSI,115,LOUNGE,2020,Manuelle,27350,Essence,17990,Bonne affaire,AUTO-STOCK MONTPELLIER,34
1572,toyota,toyota-rav-4-v-2020-auto-29500-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 COLLECTION,2.5,HYBRIDE,218,COLLECTION,2020,Auto,29500,Hybrides,34990,Offre équitable,ORLEANS CARS SHOP,45
1573,volkswagen,volkswagen-t-roc-2020-manual-31727-km-essence,volkswagen t-roc,,1.0 TSI 115 LOUNGE,1.0,TSI,115,LOUNGE,2020,Manuelle,31727,Essence,17990,Bonne affaire,DELUXE AUTO,06
1574,skoda,skoda-karoq-2020-auto-32000-km-diesel,skoda karoq,,1.6 TDI 116 BUSINESS,1.6,TDI,116,BUSINESS,2020,Auto,32000,Diesel,24900,Offre équitable,ESPACE AUTO,29
1575,volkswagen,volkswagen-t-roc-2020-manual-33465-km-essence,volkswagen t-roc,,1.0 TSI 115 UNITED NAVI D,1.0,TSI,115,UNITED NAVI D,2020,Manuelle,33465,Essence,19999,Bonne affaire,RHIN RHONE AUTOS OCCASIONS,68
1576,volkswagen,volkswagen-tiguan-ii-2020-auto-34553-km-diesel,volkswagen tiguan,II,2.0 TDI 150 MATCH,2.0,TDI,150,MATCH,2020,Auto,34553,Diesel,28890,Offre équitable,CAPCAR,95
1577,volkswagen,volkswagen-tiguan-ii-2020-auto-35090-km-essence,volkswagen tiguan,II,1.5 TSI 150 CONFORTLINE BUSINESS,1.5,TSI,150,CONFORTLINE BUSINESS,2020,Auto,35090,Essence,27990,Offre équitable,AUVERGNE CENTRAL AUTO,63
1578,skoda,skoda-karoq-2020-auto-35250-km-essence,skoda karoq,,1.5 TSI 150 STYLE,1.5,TSI,150,STYLE,2020,Auto,35250,Essence,23490,Bonne affaire,AUTODIF TOULON,83
1579,skoda,skoda-karoq-2020-manual-35690-km-essence,skoda karoq,,1.0 TSI 116 DRIVE,1.0,TSI,116,DRIVE,2020,Manuelle,35690,Essence,19990,Bonne affaire,HYUNDAI - BOURGES - BPM CARS,18
1580,volkswagen,volkswagen-tiguan-ii-2020-auto-36200-km-essence,volkswagen tiguan,II,1.5 TSI 150 CARAT,1.5,TSI,150,CARAT,2020,Auto,36200,Essence,26990,Bonne affaire,DYNAMIC DRIVE,95
1581,volkswagen,volkswagen-tiguan-ii-2020-auto-37232-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT EXCLUSIVE,2.0,TDI,150,CARAT EXCLUSIVE,2020,Auto,37232,Diesel,33490,Offre équitable,SOLI CHATEAUROUX,36
1582,skoda,skoda-octavia-iv-combi-2020-auto-37338-km-hybrides,skoda octavia,IV COMBI,1.4 TSI-PHEV-IV 204 DSG6E STYLE,1.4,TSI-PHEV-IV,204,DSG6E STYLE,2020,Auto,37338,Hybrides,23998,Offre équitable,AUTOMOBILES STARTERRE,69
1583,skoda,skoda-octavia-iv-combi-2020-auto-38388-km-diesel,skoda octavia,IV COMBI,2.0 TDI 150 DSG STYLE FIRST EDITION NAVI,2.0,TDI,150,DSG STYLE FIRST EDITION NAVI,2020,Auto,38388,Diesel,26999,Offre équitable,RHIN RHONE AUTOS OCCASIONS,68
1584,toyota,toyota-rav-4-v-2020-auto-38885-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 LOUNGE,2.5,HYBRIDE,218,LOUNGE,2020,Auto,38885,Hybrides,34980,Offre équitable,TOYOTA BREST - COBREDIA,29
1585,toyota,toyota-rav-4-v-2020-auto-39117-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 COLLECTION,2.5,HYBRIDE,222,COLLECTION,2020,Auto,39117,Hybrides,34490,Bonne affaire,TOYS MOTORS LE HAVRE,76
1586,volkswagen,volkswagen-tiguan-ii-2020-auto-39592-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT EXCLUSIVE,2.0,TDI,150,CARAT EXCLUSIVE,2020,Auto,39592,Diesel,33990,Offre équitable,VOLKSWAGEN GARGES LES GONESSE,95
1587,volkswagen,volkswagen-tiguan-ii-2020-auto-39871-km-essence,volkswagen tiguan,II,1.5 TSI 150 CARAT,1.5,TSI,150,CARAT,2020,Auto,39871,Essence,27490,Bonne affaire,VOLKSWAGEN BYMYCAR DIJON,21
1588,volkswagen,volkswagen-t-roc-2020-auto-39990-km-diesel,volkswagen t-roc,,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2020,Auto,39990,Diesel,26500,Bonne affaire,Vendeur particulier,06
1589,volkswagen,volkswagen-t-roc-cabriolet-2020-manual-40000-km-essence,volkswagen t-roc,CABRIOLET,1.5 TSI 150 EVO STYLE BVM6,1.5,TSI,150,EVO STYLE BVM6,2020,Manuelle,40000,Essence,22990,Bonne affaire,LYON NEGOCE AUTO,01
1590,volkswagen,volkswagen-t-roc-2020-manual-41029-km-essence,volkswagen t-roc,,1.0 TSI 115 UNITED 134G,1.0,TSI,115,UNITED 134G,2020,Manuelle,41029,Essence,19990,Bonne affaire,BOBBIA SAS,70
1591,skoda,skoda-octavia-iii-phase-2-2020-auto-41368-km-essence,skoda octavia,III phase 2,1.5 TSI 150 EDITION,1.5,TSI,150,EDITION,2020,Auto,41368,Essence,17687,Bonne affaire,VOLKSWAGEN NANCY - VGRF GRAND EST,54
1592,skoda,skoda-octavia-iii-phase-2-2020-auto-41635-km-essence,skoda octavia,III phase 2,1.5 TSI 150 BUSINESS,1.5,TSI,150,BUSINESS,2020,Auto,41635,Essence,17900,-,Bonne affaire,01
1593,skoda,skoda-octavia-iii-phase-2-2020-auto-41635-km-essence,skoda octavia,III phase 2,1.5 TSI 150 BUSINESS,1.5,TSI,150,BUSINESS,2020,Auto,41635,Essence,17900,-,Bonne affaire,BOURG-EN-BRESSE
1594,volkswagen,volkswagen-t-roc-cabriolet-phase-2-2020-auto-42478-km-essence,volkswagen t-roc,CABRIOLET phase 2,1.5 TSI 150 STYLE,1.5,TSI,150,STYLE,2020,Auto,42478,Essence,25290,Bonne affaire,JEAN LAIN OCCASIONS SALLANCHES,74
1595,volkswagen,volkswagen-t-roc-cabriolet-phase-2-2020-auto-43283-km-essence,volkswagen t-roc,CABRIOLET phase 2,1.5 TSI 150 R-LINE,1.5,TSI,150,R-LINE,2020,Auto,43283,Essence,25490,Bonne affaire,VOLKSWAGEN EUROPE GARAGE OYONNAX,01
1596,volkswagen,volkswagen-t-roc-2020-auto-43510-km-essence,volkswagen t-roc,,1.5 TSI 150 CARAT,1.5,TSI,150,CARAT,2020,Auto,43510,Essence,27950,Offre équitable,BARBIER AUTOMOBILES,88
1597,volkswagen,volkswagen-tiguan-ii-2020-auto-46250-km-diesel,volkswagen tiguan,II,2.0 TDI 150 IQ.DRIVE,2.0,TDI,150,IQ.DRIVE,2020,Auto,46250,Diesel,26990,Bonne affaire,VOLKSWAGEN GARAGE D'HAITI,13
1598,skoda,skoda-karoq-2020-auto-46932-km-essence,skoda karoq,,1.5 TSI 150 STYLE,1.5,TSI,150,STYLE,2020,Auto,46932,Essence,20990,Bonne affaire,AUTOTRANSAC MONTAUBAN,82
1599,skoda,skoda-octavia-iii-combi-phase-2-2020-manual-47335-km-essence,skoda octavia,III COMBI phase 2,1.5 TSI 150 FIRST EDITION CANTON HUD NAVI D,1.5,TSI,150,FIRST EDITION CANTON HUD NAVI D,2020,Manuelle,47335,Essence,22499,Offre équitable,RHIN RHONE AUTOS OCCASIONS,68
1600,volkswagen,volkswagen-tiguan-ii-2020-auto-47486-km-essence,volkswagen tiguan,II,1.5 TSI 150 CONFORTLINE,1.5,TSI,150,CONFORTLINE,2020,Auto,47486,Essence,26480,Offre équitable,DBF MONTPELLIER,34
1601,skoda,skoda-karoq-phase-2-2020-manual-47500-km-essence,skoda karoq,phase 2,1.5 TSI 150 AMBITION,1.5,TSI,150,AMBITION,2020,Manuelle,47500,Essence,20500,Bonne affaire,Vendeur particulier,94
1602,skoda,skoda-karoq-2020-manual-48390-km-essence,skoda karoq,,1.0 TSI 116 STYLE,1.0,TSI,116,STYLE,2020,Manuelle,48390,Essence,19990,Offre équitable,VENT D'OUEST AUTOMOBILES,44
